Array length | Linear index | Binary index | Datatype     | Linear Milliseconds  | Binary Milliseconds  | Binary Ms /w sort    | Sort Milliseconds    
1000         | 379          | 737          | List         | 0,001300             | 0,000200 ms          | 0,277500 ms          | 0,277300 ms         Binært søk 6,50 ganger raskere. Med sortering: Lineært søk 213,46 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000100 ms          | 0,224700 ms          | 0,224600 ms         Binært søk 25,00 ganger raskere. Med sortering: Lineært søk 89,88 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004100             | 0,000200 ms          | 0,356600 ms          | 0,356400 ms         Binært søk 20,50 ganger raskere. Med sortering: Lineært søk 86,98 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004200             | 0,000200 ms          | 0,306500 ms          | 0,306300 ms         Binært søk 21,00 ganger raskere. Med sortering: Lineært søk 72,98 ganger raskere.
10000        | 259          | 8788         | List         | 0,000900             | 0,000200 ms          | 3,200200 ms          | 3,200000 ms         Binært søk 4,50 ganger raskere. Med sortering: Lineært søk 3555,78 ganger raskere.
10000        | 1176         | 3749         | List         | 0,003000             | 0,000200 ms          | 2,736000 ms          | 2,735800 ms         Binært søk 15,00 ganger raskere. Med sortering: Lineært søk 912,00 ganger raskere.
10000        | 5839         | 1439         | List         | 0,017900             | 0,000400 ms          | 4,019500 ms          | 4,019100 ms         Binært søk 44,75 ganger raskere. Med sortering: Lineært søk 224,55 ganger raskere.
10000        | Not found    | Not found    | List         | 0,036800             | 0,000200 ms          | 2,310500 ms          | 2,310300 ms         Binært søk 184,00 ganger raskere. Med sortering: Lineært søk 62,79 ganger raskere.
10000        | Not found    | Not found    | List         | 0,040400             | 0,000200 ms          | 2,717400 ms          | 2,717200 ms         Binært søk 202,00 ganger raskere. Med sortering: Lineært søk 67,26 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024300             | 0,000200 ms          | 1,849200 ms          | 1,849000 ms         Binært søk 121,50 ganger raskere. Med sortering: Lineært søk 76,10 ganger raskere.
100000       | 91638        | 6481         | List         | 0,280000             | 0,000500 ms          | 30,215600 ms         | 30,215100 ms        Binært søk 560,00 ganger raskere. Med sortering: Lineært søk 107,91 ganger raskere.
100000       | 30227        | 67014        | List         | 0,091400             | 0,000200 ms          | 26,587000 ms         | 26,586800 ms        Binært søk 457,00 ganger raskere. Med sortering: Lineært søk 290,89 ganger raskere.
100000       | 20226        | 10969        | List         | 0,072200             | 0,000300 ms          | 29,034600 ms         | 29,034300 ms        Binært søk 240,67 ganger raskere. Med sortering: Lineært søk 402,14 ganger raskere.
100000       | Not found    | Not found    | List         | 0,347300             | 0,000300 ms          | 29,964600 ms         | 29,964300 ms        Binært søk 1157,67 ganger raskere. Med sortering: Lineært søk 86,28 ganger raskere.
100000       | Not found    | Not found    | List         | 0,362500             | 0,000300 ms          | 22,032400 ms         | 22,032100 ms        Binært søk 1208,33 ganger raskere. Med sortering: Lineært søk 60,78 ganger raskere.
100000       | Not found    | Not found    | List         | 0,243300             | 0,006800 ms          | 22,268500 ms         | 22,261700 ms        Binært søk 35,78 ganger raskere. Med sortering: Lineært søk 91,53 ganger raskere.
1000         | 365          | 658          | List         | 0,046900             | 0,047800 ms          | 0,457600 ms          | 0,409800 ms         Lineært søk 1,02 ganger raskere. Med sortering: Lineært søk 9,76 ganger raskere.
1000         | 875          | 701          | List         | 0,002200             | 0,000200 ms          | 0,240200 ms          | 0,240000 ms         Binært søk 11,00 ganger raskere. Med sortering: Lineært søk 109,18 ganger raskere.
1000         | 79           | 670          | List         | 0,000300             | 0,000200 ms          | 0,223200 ms          | 0,223000 ms         Binært søk 1,50 ganger raskere. Med sortering: Lineært søk 744,00 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003800             | 0,000100 ms          | 0,232200 ms          | 0,232100 ms         Binært søk 38,00 ganger raskere. Med sortering: Lineært søk 61,11 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003200             | 0,000100 ms          | 0,242800 ms          | 0,242700 ms         Binært søk 32,00 ganger raskere. Med sortering: Lineært søk 75,87 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004400             | 0,000100 ms          | 0,245100 ms          | 0,245000 ms         Binært søk 44,00 ganger raskere. Med sortering: Lineært søk 55,70 ganger raskere.
10000        | 1863         | 4111         | List         | 0,005400             | 0,000300 ms          | 2,723500 ms          | 2,723200 ms         Binært søk 18,00 ganger raskere. Med sortering: Lineært søk 504,35 ganger raskere.
10000        | 3362         | 6741         | List         | 0,011400             | 0,000200 ms          | 3,655700 ms          | 3,655500 ms         Binært søk 57,00 ganger raskere. Med sortering: Lineært søk 320,68 ganger raskere.
10000        | 1161         | 7921         | List         | 0,003600             | 0,000300 ms          | 3,546300 ms          | 3,546000 ms         Binært søk 12,00 ganger raskere. Med sortering: Lineært søk 985,08 ganger raskere.
10000        | Not found    | Not found    | List         | 0,037600             | 0,000200 ms          | 2,178800 ms          | 2,178600 ms         Binært søk 188,00 ganger raskere. Med sortering: Lineært søk 57,95 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024400             | 0,000100 ms          | 1,850100 ms          | 1,850000 ms         Binært søk 244,00 ganger raskere. Med sortering: Lineært søk 75,82 ganger raskere.
10000        | Not found    | Not found    | List         | 0,039900             | 0,000300 ms          | 2,701300 ms          | 2,701000 ms         Binært søk 133,00 ganger raskere. Med sortering: Lineært søk 67,70 ganger raskere.
100000       | 25564        | 8958         | List         | 0,077400             | 0,000400 ms          | 29,870600 ms         | 29,870200 ms        Binært søk 193,50 ganger raskere. Med sortering: Lineært søk 385,93 ganger raskere.
100000       | 34339        | 66962        | List         | 0,105300             | 0,000600 ms          | 26,310300 ms         | 26,309700 ms        Binært søk 175,50 ganger raskere. Med sortering: Lineært søk 249,86 ganger raskere.
100000       | 21590        | 6260         | List         | 0,065600             | 0,000500 ms          | 23,453700 ms         | 23,453200 ms        Binært søk 131,20 ganger raskere. Med sortering: Lineært søk 357,53 ganger raskere.
100000       | Not found    | Not found    | List         | 0,249800             | 0,000300 ms          | 27,832600 ms         | 27,832300 ms        Binært søk 832,67 ganger raskere. Med sortering: Lineært søk 111,42 ganger raskere.
100000       | Not found    | Not found    | List         | 0,448900             | 0,000500 ms          | 21,090500 ms         | 21,090000 ms        Binært søk 897,80 ganger raskere. Med sortering: Lineært søk 46,98 ganger raskere.
100000       | Not found    | Not found    | List         | 0,304600             | 0,000300 ms          | 26,129400 ms         | 26,129100 ms        Binært søk 1015,33 ganger raskere. Med sortering: Lineært søk 85,78 ganger raskere.
1000         | 924          | 157          | List         | 0,043400             | 0,047800 ms          | 0,446800 ms          | 0,399000 ms         Lineært søk 1,10 ganger raskere. Med sortering: Lineært søk 10,29 ganger raskere.
1000         | 348          | 624          | List         | 0,000900             | 0,000100 ms          | 0,229500 ms          | 0,229400 ms         Binært søk 9,00 ganger raskere. Med sortering: Lineært søk 255,00 ganger raskere.
1000         | 342          | 846          | List         | 0,001000             | 0,000200 ms          | 0,224500 ms          | 0,224300 ms         Binært søk 5,00 ganger raskere. Med sortering: Lineært søk 224,50 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000200 ms          | 0,226100 ms          | 0,225900 ms         Binært søk 12,50 ganger raskere. Med sortering: Lineært søk 90,44 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003100             | 0,000200 ms          | 0,315000 ms          | 0,314800 ms         Binært søk 15,50 ganger raskere. Med sortering: Lineært søk 101,61 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003200             | 0,000200 ms          | 0,270900 ms          | 0,270700 ms         Binært søk 16,00 ganger raskere. Med sortering: Lineært søk 84,66 ganger raskere.
10000        | 1610         | 1150         | List         | 0,004000             | 0,000200 ms          | 2,921700 ms          | 2,921500 ms         Binært søk 20,00 ganger raskere. Med sortering: Lineært søk 730,42 ganger raskere.
10000        | 5448         | 4505         | List         | 0,013300             | 0,000200 ms          | 2,707600 ms          | 2,707400 ms         Binært søk 66,50 ganger raskere. Med sortering: Lineært søk 203,58 ganger raskere.
10000        | 3138         | 5369         | List         | 0,007700             | 0,000200 ms          | 3,004900 ms          | 3,004700 ms         Binært søk 38,50 ganger raskere. Med sortering: Lineært søk 390,25 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030400             | 0,000200 ms          | 2,032700 ms          | 2,032500 ms         Binært søk 152,00 ganger raskere. Med sortering: Lineært søk 66,87 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024300             | 0,000300 ms          | 2,303400 ms          | 2,303100 ms         Binært søk 81,00 ganger raskere. Med sortering: Lineært søk 94,79 ganger raskere.
10000        | Not found    | Not found    | List         | 0,028500             | 0,000200 ms          | 2,043300 ms          | 2,043100 ms         Binært søk 142,50 ganger raskere. Med sortering: Lineært søk 71,69 ganger raskere.
100000       | 89329        | 59911        | List         | 0,320200             | 0,000300 ms          | 32,695500 ms         | 32,695200 ms        Binært søk 1067,33 ganger raskere. Med sortering: Lineært søk 102,11 ganger raskere.
100000       | 25308        | 61185        | List         | 0,076500             | 0,000600 ms          | 28,133900 ms         | 28,133300 ms        Binært søk 127,50 ganger raskere. Med sortering: Lineært søk 367,76 ganger raskere.
100000       | 58009        | 57364        | List         | 0,297700             | 0,000200 ms          | 25,537300 ms         | 25,537100 ms        Binært søk 1488,50 ganger raskere. Med sortering: Lineært søk 85,78 ganger raskere.
100000       | Not found    | Not found    | List         | 0,326700             | 0,000300 ms          | 25,131000 ms         | 25,130700 ms        Binært søk 1089,00 ganger raskere. Med sortering: Lineært søk 76,92 ganger raskere.
100000       | Not found    | Not found    | List         | 0,303000             | 0,000300 ms          | 21,967000 ms         | 21,966700 ms        Binært søk 1010,00 ganger raskere. Med sortering: Lineært søk 72,50 ganger raskere.
100000       | Not found    | Not found    | List         | 0,301600             | 0,000200 ms          | 25,425300 ms         | 25,425100 ms        Binært søk 1508,00 ganger raskere. Med sortering: Lineært søk 84,30 ganger raskere.
1000         | 231          | 41           | List         | 0,050900             | 0,046900 ms          | 0,454200 ms          | 0,407300 ms         Binært søk 1,09 ganger raskere. Med sortering: Lineært søk 8,92 ganger raskere.
1000         | 723          | 164          | List         | 0,001800             | 0,000100 ms          | 0,238500 ms          | 0,238400 ms         Binært søk 18,00 ganger raskere. Med sortering: Lineært søk 132,50 ganger raskere.
1000         | 403          | 502          | List         | 0,001100             | 0,000200 ms          | 0,228500 ms          | 0,228300 ms         Binært søk 5,50 ganger raskere. Med sortering: Lineært søk 207,73 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000100 ms          | 0,241800 ms          | 0,241700 ms         Binært søk 25,00 ganger raskere. Med sortering: Lineært søk 96,72 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000200 ms          | 0,232000 ms          | 0,231800 ms         Binært søk 13,00 ganger raskere. Med sortering: Lineært søk 89,23 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000100 ms          | 0,225800 ms          | 0,225700 ms         Binært søk 26,00 ganger raskere. Med sortering: Lineært søk 86,85 ganger raskere.
10000        | 3320         | 5540         | List         | 0,010100             | 0,000200 ms          | 2,827700 ms          | 2,827500 ms         Binært søk 50,50 ganger raskere. Med sortering: Lineært søk 279,97 ganger raskere.
10000        | 1920         | 5862         | List         | 0,004700             | 0,000200 ms          | 2,708100 ms          | 2,707900 ms         Binært søk 23,50 ganger raskere. Med sortering: Lineært søk 576,19 ganger raskere.
10000        | 205          | 1045         | List         | 0,000800             | 0,000200 ms          | 3,496100 ms          | 3,495900 ms         Binært søk 4,00 ganger raskere. Med sortering: Lineært søk 4370,12 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030500             | 0,000200 ms          | 2,113600 ms          | 2,113400 ms         Binært søk 152,50 ganger raskere. Med sortering: Lineært søk 69,30 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030600             | 0,000100 ms          | 2,136600 ms          | 2,136500 ms         Binært søk 306,00 ganger raskere. Med sortering: Lineært søk 69,82 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024600             | 0,000200 ms          | 1,834200 ms          | 1,834000 ms         Binært søk 123,00 ganger raskere. Med sortering: Lineært søk 74,56 ganger raskere.
100000       | 14468        | 69096        | List         | 0,043900             | 0,000300 ms          | 29,687400 ms         | 29,687100 ms        Binært søk 146,33 ganger raskere. Med sortering: Lineært søk 676,25 ganger raskere.
100000       | 2027         | 97520        | List         | 0,006600             | 0,000300 ms          | 25,548800 ms         | 25,548500 ms        Binært søk 22,00 ganger raskere. Med sortering: Lineært søk 3871,03 ganger raskere.
100000       | 95893        | 83759        | List         | 0,455500             | 0,000500 ms          | 23,632600 ms         | 23,632100 ms        Binært søk 911,00 ganger raskere. Med sortering: Lineært søk 51,88 ganger raskere.
100000       | Not found    | Not found    | List         | 0,244600             | 0,000400 ms          | 24,920100 ms         | 24,919700 ms        Binært søk 611,50 ganger raskere. Med sortering: Lineært søk 101,88 ganger raskere.
100000       | Not found    | Not found    | List         | 0,303300             | 0,000400 ms          | 21,227500 ms         | 21,227100 ms        Binært søk 758,25 ganger raskere. Med sortering: Lineært søk 69,99 ganger raskere.
100000       | Not found    | Not found    | List         | 0,301600             | 0,000300 ms          | 21,952200 ms         | 21,951900 ms        Binært søk 1005,33 ganger raskere. Med sortering: Lineært søk 72,79 ganger raskere.
1000         | 630          | 12           | List         | 0,043500             | 0,048300 ms          | 0,446800 ms          | 0,398500 ms         Lineært søk 1,11 ganger raskere. Med sortering: Lineært søk 10,27 ganger raskere.
1000         | 209          | 830          | List         | 0,000600             | 0,000100 ms          | 0,226600 ms          | 0,226500 ms         Binært søk 6,00 ganger raskere. Med sortering: Lineært søk 377,67 ganger raskere.
1000         | 520          | 820          | List         | 0,001500             | 0,000200 ms          | 0,231800 ms          | 0,231600 ms         Binært søk 7,50 ganger raskere. Med sortering: Lineært søk 154,53 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000200 ms          | 0,284900 ms          | 0,284700 ms         Binært søk 12,50 ganger raskere. Med sortering: Lineært søk 113,96 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002700             | 0,000200 ms          | 0,277400 ms          | 0,277200 ms         Binært søk 13,50 ganger raskere. Med sortering: Lineært søk 102,74 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003900             | 0,000200 ms          | 0,233900 ms          | 0,233700 ms         Binært søk 19,50 ganger raskere. Med sortering: Lineært søk 59,97 ganger raskere.
10000        | 7980         | 1118         | List         | 0,019500             | 0,000300 ms          | 2,904300 ms          | 2,904000 ms         Binært søk 65,00 ganger raskere. Med sortering: Lineært søk 148,94 ganger raskere.
10000        | 6703         | 7533         | List         | 0,016400             | 0,000300 ms          | 2,782100 ms          | 2,781800 ms         Binært søk 54,67 ganger raskere. Med sortering: Lineært søk 169,64 ganger raskere.
10000        | 5025         | 5311         | List         | 0,012300             | 0,000200 ms          | 3,626600 ms          | 3,626400 ms         Binært søk 61,50 ganger raskere. Med sortering: Lineært søk 294,85 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024700             | 0,000200 ms          | 1,915500 ms          | 1,915300 ms         Binært søk 123,50 ganger raskere. Med sortering: Lineært søk 77,55 ganger raskere.
10000        | Not found    | Not found    | List         | 0,040400             | 0,000200 ms          | 2,185400 ms          | 2,185200 ms         Binært søk 202,00 ganger raskere. Med sortering: Lineært søk 54,09 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024800             | 0,000200 ms          | 1,901200 ms          | 1,901000 ms         Binært søk 124,00 ganger raskere. Med sortering: Lineært søk 76,66 ganger raskere.
100000       | 21875        | 43747        | List         | 0,053200             | 0,000600 ms          | 29,836800 ms         | 29,836200 ms        Binært søk 88,67 ganger raskere. Med sortering: Lineært søk 560,84 ganger raskere.
100000       | 86576        | 114          | List         | 0,211900             | 0,000500 ms          | 25,792700 ms         | 25,792200 ms        Binært søk 423,80 ganger raskere. Med sortering: Lineært søk 121,72 ganger raskere.
100000       | 82753        | 89304        | List         | 0,255400             | 0,000300 ms          | 23,366100 ms         | 23,365800 ms        Binært søk 851,33 ganger raskere. Med sortering: Lineært søk 91,49 ganger raskere.
100000       | Not found    | Not found    | List         | 0,241400             | 0,000300 ms          | 26,525800 ms         | 26,525500 ms        Binært søk 804,67 ganger raskere. Med sortering: Lineært søk 109,88 ganger raskere.
100000       | Not found    | Not found    | List         | 0,480800             | 0,000400 ms          | 21,609700 ms         | 21,609300 ms        Binært søk 1202,00 ganger raskere. Med sortering: Lineært søk 44,95 ganger raskere.
100000       | Not found    | Not found    | List         | 0,365000             | 0,000400 ms          | 30,651600 ms         | 30,651200 ms        Binært søk 912,50 ganger raskere. Med sortering: Lineært søk 83,98 ganger raskere.
1000000      | 13273        | 364535       | List         | 0,040300             | 0,001300 ms          | 261,243800 ms        | 261,242500 ms       Binært søk 31,00 ganger raskere. Med sortering: Lineært søk 6482,48 ganger raskere.
1000000      | 224713       | 811137       | List         | 0,597900             | 0,000400 ms          | 266,324800 ms        | 266,324400 ms       Binært søk 1494,75 ganger raskere. Med sortering: Lineært søk 445,43 ganger raskere.
1000000      | 47943        | 463992       | List         | 0,174900             | 0,001100 ms          | 254,620600 ms        | 254,619500 ms       Binært søk 159,00 ganger raskere. Med sortering: Lineært søk 1455,81 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,696900             | 0,000300 ms          | 250,350500 ms        | 250,350200 ms       Binært søk 8989,67 ganger raskere. Med sortering: Lineært søk 92,83 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,505300             | 0,000300 ms          | 248,430500 ms        | 248,430200 ms       Binært søk 8351,00 ganger raskere. Med sortering: Lineært søk 99,16 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,647600             | 0,000300 ms          | 258,064900 ms        | 258,064600 ms       Binært søk 8825,33 ganger raskere. Med sortering: Lineært søk 97,47 ganger raskere.
10000000     | 5297269      | 2717900      | List         | 13,644600            | 0,002300 ms          | 2937,875800 ms       | 2937,873500 ms      Binært søk 5932,43 ganger raskere. Med sortering: Lineært søk 215,31 ganger raskere.
10000000     | 6905977      | 2597212      | List         | 16,829200            | 0,002100 ms          | 2840,430200 ms       | 2840,428100 ms      Binært søk 8013,90 ganger raskere. Med sortering: Lineært søk 168,78 ganger raskere.
10000000     | 5374462      | 6533585      | List         | 13,616600            | 0,002300 ms          | 2884,613000 ms       | 2884,610700 ms      Binært søk 5920,26 ganger raskere. Med sortering: Lineært søk 211,85 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,797800            | 0,000600 ms          | 2944,947000 ms       | 2944,946400 ms      Binært søk 41329,67 ganger raskere. Med sortering: Lineært søk 118,76 ganger raskere.
10000000     | Not found    | Not found    | List         | 29,450500            | 0,001000 ms          | 2915,977400 ms       | 2915,976400 ms      Binært søk 29450,50 ganger raskere. Med sortering: Lineært søk 99,01 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,736900            | 0,000700 ms          | 2928,386000 ms       | 2928,385300 ms      Binært søk 35338,43 ganger raskere. Med sortering: Lineært søk 118,38 ganger raskere.
1000         | 651          | 404          | List         | 0,042700             | 0,048400 ms          | 0,444600 ms          | 0,396200 ms         Lineært søk 1,13 ganger raskere. Med sortering: Lineært søk 10,41 ganger raskere.
1000         | 543          | 289          | List         | 0,001800             | 0,000200 ms          | 0,278300 ms          | 0,278100 ms         Binært søk 9,00 ganger raskere. Med sortering: Lineært søk 154,61 ganger raskere.
1000         | 478          | 640          | List         | 0,001300             | 0,000200 ms          | 0,232100 ms          | 0,231900 ms         Binært søk 6,50 ganger raskere. Med sortering: Lineært søk 178,54 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000100 ms          | 0,224500 ms          | 0,224400 ms         Binært søk 25,00 ganger raskere. Med sortering: Lineært søk 89,80 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000100 ms          | 0,232700 ms          | 0,232600 ms         Binært søk 26,00 ganger raskere. Med sortering: Lineært søk 89,50 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003600             | 0,000100 ms          | 0,231100 ms          | 0,231000 ms         Binært søk 36,00 ganger raskere. Med sortering: Lineært søk 64,19 ganger raskere.
10000        | 6787         | 3516         | List         | 0,016600             | 0,000200 ms          | 2,772900 ms          | 2,772700 ms         Binært søk 83,00 ganger raskere. Med sortering: Lineært søk 167,04 ganger raskere.
10000        | 4679         | 3550         | List         | 0,020200             | 0,000200 ms          | 3,716900 ms          | 3,716700 ms         Binært søk 101,00 ganger raskere. Med sortering: Lineært søk 184,00 ganger raskere.
10000        | 7940         | 5572         | List         | 0,024300             | 0,000200 ms          | 3,346200 ms          | 3,346000 ms         Binært søk 121,50 ganger raskere. Med sortering: Lineært søk 137,70 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030400             | 0,000200 ms          | 2,118200 ms          | 2,118000 ms         Binært søk 152,00 ganger raskere. Med sortering: Lineært søk 69,68 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024700             | 0,000200 ms          | 1,927100 ms          | 1,926900 ms         Binært søk 123,50 ganger raskere. Med sortering: Lineært søk 78,02 ganger raskere.
10000        | Not found    | Not found    | List         | 0,025000             | 0,000200 ms          | 1,917700 ms          | 1,917500 ms         Binært søk 125,00 ganger raskere. Med sortering: Lineært søk 76,71 ganger raskere.
100000       | 506          | 15995        | List         | 0,001300             | 0,000300 ms          | 29,745100 ms         | 29,744800 ms        Binært søk 4,33 ganger raskere. Med sortering: Lineært søk 22880,85 ganger raskere.
100000       | 65957        | 41097        | List         | 0,200000             | 0,000300 ms          | 25,698000 ms         | 25,697700 ms        Binært søk 666,67 ganger raskere. Med sortering: Lineært søk 128,49 ganger raskere.
100000       | 84622        | 90497        | List         | 0,404900             | 0,000300 ms          | 22,685400 ms         | 22,685100 ms        Binært søk 1349,67 ganger raskere. Med sortering: Lineært søk 56,03 ganger raskere.
100000       | Not found    | Not found    | List         | 0,306600             | 0,000400 ms          | 26,127800 ms         | 26,127400 ms        Binært søk 766,50 ganger raskere. Med sortering: Lineært søk 85,22 ganger raskere.
100000       | Not found    | Not found    | List         | 0,303200             | 0,000300 ms          | 21,417500 ms         | 21,417200 ms        Binært søk 1010,67 ganger raskere. Med sortering: Lineært søk 70,64 ganger raskere.
100000       | Not found    | Not found    | List         | 0,255500             | 0,000300 ms          | 25,066200 ms         | 25,065900 ms        Binært søk 851,67 ganger raskere. Med sortering: Lineært søk 98,11 ganger raskere.
1000000      | 264499       | 217897       | List         | 0,805400             | 0,001200 ms          | 268,799800 ms        | 268,798600 ms       Binært søk 671,17 ganger raskere. Med sortering: Lineært søk 333,75 ganger raskere.
1000000      | 421600       | 490638       | List         | 1,299300             | 0,000300 ms          | 281,830100 ms        | 281,829800 ms       Binært søk 4331,00 ganger raskere. Med sortering: Lineært søk 216,91 ganger raskere.
1000000      | 701558       | 208124       | List         | 2,158900             | 0,001000 ms          | 268,851900 ms        | 268,850900 ms       Binært søk 2158,90 ganger raskere. Med sortering: Lineært søk 124,53 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,661900             | 0,000300 ms          | 258,083100 ms        | 258,082800 ms       Binært søk 8873,00 ganger raskere. Med sortering: Lineært søk 96,95 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,712700             | 0,000300 ms          | 255,163700 ms        | 255,163400 ms       Binært søk 9042,33 ganger raskere. Med sortering: Lineært søk 94,06 ganger raskere.
1000000      | Not found    | Not found    | List         | 3,024300             | 0,000400 ms          | 253,266000 ms        | 253,265600 ms       Binært søk 7560,75 ganger raskere. Med sortering: Lineært søk 83,74 ganger raskere.
10000000     | 6591006      | 3997938      | List         | 16,064200            | 0,002100 ms          | 2858,260900 ms       | 2858,258800 ms      Binært søk 7649,62 ganger raskere. Med sortering: Lineært søk 177,93 ganger raskere.
10000000     | 7958807      | 8299475      | List         | 20,140300            | 0,002500 ms          | 2906,272700 ms       | 2906,270200 ms      Binært søk 8056,12 ganger raskere. Med sortering: Lineært søk 144,30 ganger raskere.
10000000     | 2883648      | 6900658      | List         | 7,395300             | 0,002300 ms          | 2905,756700 ms       | 2905,754400 ms      Binært søk 3215,35 ganger raskere. Med sortering: Lineært søk 392,92 ganger raskere.
10000000     | Not found    | Not found    | List         | 25,999800            | 0,000700 ms          | 2958,076900 ms       | 2958,076200 ms      Binært søk 37142,57 ganger raskere. Med sortering: Lineært søk 113,77 ganger raskere.
10000000     | Not found    | Not found    | List         | 25,283500            | 0,000600 ms          | 2970,097200 ms       | 2970,096600 ms      Binært søk 42139,17 ganger raskere. Med sortering: Lineært søk 117,47 ganger raskere.
10000000     | Not found    | Not found    | List         | 25,642400            | 0,000600 ms          | 2909,297500 ms       | 2909,296900 ms      Binært søk 42737,33 ganger raskere. Med sortering: Lineært søk 113,46 ganger raskere.
1000         | 529          | 780          | List         | 0,043300             | 0,050000 ms          | 0,459300 ms          | 0,409300 ms         Lineært søk 1,15 ganger raskere. Med sortering: Lineært søk 10,61 ganger raskere.
1000         | 796          | 549          | List         | 0,002600             | 0,000200 ms          | 0,287000 ms          | 0,286800 ms         Binært søk 13,00 ganger raskere. Med sortering: Lineært søk 110,38 ganger raskere.
1000         | 92           | 675          | List         | 0,000300             | 0,000200 ms          | 0,227300 ms          | 0,227100 ms         Binært søk 1,50 ganger raskere. Med sortering: Lineært søk 757,67 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000100 ms          | 0,240100 ms          | 0,240000 ms         Binært søk 26,00 ganger raskere. Med sortering: Lineært søk 92,35 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003200             | 0,000200 ms          | 0,318100 ms          | 0,317900 ms         Binært søk 16,00 ganger raskere. Med sortering: Lineært søk 99,41 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000200 ms          | 0,231800 ms          | 0,231600 ms         Binært søk 12,50 ganger raskere. Med sortering: Lineært søk 92,72 ganger raskere.
10000        | 5068         | 522          | List         | 0,020900             | 0,000200 ms          | 3,383500 ms          | 3,383300 ms         Binært søk 104,50 ganger raskere. Med sortering: Lineært søk 161,89 ganger raskere.
10000        | 2059         | 5491         | List         | 0,006400             | 0,000200 ms          | 3,014000 ms          | 3,013800 ms         Binært søk 32,00 ganger raskere. Med sortering: Lineært søk 470,94 ganger raskere.
10000        | 1837         | 7741         | List         | 0,004600             | 0,000200 ms          | 2,910700 ms          | 2,910500 ms         Binært søk 23,00 ganger raskere. Med sortering: Lineært søk 632,76 ganger raskere.
10000        | Not found    | Not found    | List         | 0,037500             | 0,000400 ms          | 2,516900 ms          | 2,516500 ms         Binært søk 93,75 ganger raskere. Med sortering: Lineært søk 67,12 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030700             | 0,000200 ms          | 2,781400 ms          | 2,781200 ms         Binært søk 153,50 ganger raskere. Med sortering: Lineært søk 90,60 ganger raskere.
10000        | Not found    | Not found    | List         | 0,040400             | 0,000200 ms          | 2,745100 ms          | 2,744900 ms         Binært søk 202,00 ganger raskere. Med sortering: Lineært søk 67,95 ganger raskere.
100000       | 99803        | 5040         | List         | 0,512200             | 0,000700 ms          | 30,673100 ms         | 30,672400 ms        Binært søk 731,71 ganger raskere. Med sortering: Lineært søk 59,89 ganger raskere.
100000       | 69794        | 75585        | List         | 0,212100             | 0,000200 ms          | 27,193800 ms         | 27,193600 ms        Binært søk 1060,50 ganger raskere. Med sortering: Lineært søk 128,21 ganger raskere.
100000       | 62556        | 24066        | List         | 0,152900             | 0,000200 ms          | 22,217700 ms         | 22,217500 ms        Binært søk 764,50 ganger raskere. Med sortering: Lineært søk 145,31 ganger raskere.
100000       | Not found    | Not found    | List         | 0,304500             | 0,000200 ms          | 25,486300 ms         | 25,486100 ms        Binært søk 1522,50 ganger raskere. Med sortering: Lineært søk 83,70 ganger raskere.
