Array length | Linear index | Binary index | Datatype     | Linear Milliseconds  | Binary Milliseconds  | Binary Ms /w sort    | Sort Milliseconds    
1000         | 854          | 105          | List         | 0,059900             | 0,050300 ms          | 0,479700 ms          | 0,429400 ms         Binært søk 1,19 ganger raskere. Med sortering: Lineært søk 8,01 ganger raskere.
1000         | 430          | 820          | List         | 0,001300             | 0,000200 ms          | 0,266600 ms          | 0,266400 ms         Binært søk 6,50 ganger raskere. Med sortering: Lineært søk 205,08 ganger raskere.
1000         | 81           | 816          | List         | 0,000400             | 0,000200 ms          | 0,247300 ms          | 0,247100 ms         Binært søk 2,00 ganger raskere. Med sortering: Lineært søk 618,25 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002800             | 0,000100 ms          | 0,252700 ms          | 0,252600 ms         Binært søk 28,00 ganger raskere. Med sortering: Lineært søk 90,25 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002800             | 0,000100 ms          | 0,265400 ms          | 0,265300 ms         Binært søk 28,00 ganger raskere. Med sortering: Lineært søk 94,79 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002900             | 0,000200 ms          | 0,248500 ms          | 0,248300 ms         Binært søk 14,50 ganger raskere. Med sortering: Lineært søk 85,69 ganger raskere.
10000        | 347          | 6335         | List         | 0,001100             | 0,000300 ms          | 2,891300 ms          | 2,891000 ms         Binært søk 3,67 ganger raskere. Med sortering: Lineært søk 2628,45 ganger raskere.
10000        | 1764         | 7910         | List         | 0,005000             | 0,000200 ms          | 3,029100 ms          | 3,028900 ms         Binært søk 25,00 ganger raskere. Med sortering: Lineært søk 605,82 ganger raskere.
10000        | 5558         | 3853         | List         | 0,015000             | 0,000200 ms          | 3,275600 ms          | 3,275400 ms         Binært søk 75,00 ganger raskere. Med sortering: Lineært søk 218,37 ganger raskere.
10000        | Not found    | Not found    | List         | 0,044500             | 0,000400 ms          | 3,048700 ms          | 3,048300 ms         Binært søk 111,25 ganger raskere. Med sortering: Lineært søk 68,51 ganger raskere.
10000        | Not found    | Not found    | List         | 0,026900             | 0,000200 ms          | 2,048600 ms          | 2,048400 ms         Binært søk 134,50 ganger raskere. Med sortering: Lineært søk 76,16 ganger raskere.
10000        | Not found    | Not found    | List         | 0,042500             | 0,000200 ms          | 2,284300 ms          | 2,284100 ms         Binært søk 212,50 ganger raskere. Med sortering: Lineært søk 53,75 ganger raskere.
100000       | 90595        | 60867        | List         | 0,362800             | 0,000300 ms          | 35,451000 ms         | 35,450700 ms        Binært søk 1209,33 ganger raskere. Med sortering: Lineært søk 97,71 ganger raskere.
100000       | 61597        | 87973        | List         | 0,164600             | 0,000200 ms          | 27,406300 ms         | 27,406100 ms        Binært søk 823,00 ganger raskere. Med sortering: Lineært søk 166,50 ganger raskere.
100000       | 33368        | 31377        | List         | 0,090800             | 0,000500 ms          | 25,694400 ms         | 25,693900 ms        Binært søk 181,60 ganger raskere. Med sortering: Lineært søk 282,98 ganger raskere.
100000       | Not found    | Not found    | List         | 0,512800             | 0,000300 ms          | 27,352400 ms         | 27,352100 ms        Binært søk 1709,33 ganger raskere. Med sortering: Lineært søk 53,34 ganger raskere.
100000       | Not found    | Not found    | List         | 0,386500             | 0,000600 ms          | 22,939900 ms         | 22,939300 ms        Binært søk 644,17 ganger raskere. Med sortering: Lineært søk 59,35 ganger raskere.
100000       | Not found    | Not found    | List         | 0,266400             | 0,000200 ms          | 22,800800 ms         | 22,800600 ms        Binært søk 1332,00 ganger raskere. Med sortering: Lineært søk 85,59 ganger raskere.
1000000      | 466786       | 266224       | List         | 1,254100             | 0,005700 ms          | 259,156500 ms        | 259,150800 ms       Binært søk 220,02 ganger raskere. Med sortering: Lineært søk 206,65 ganger raskere.
1000000      | 685553       | 485905       | List         | 1,964400             | 0,000400 ms          | 259,977400 ms        | 259,977000 ms       Binært søk 4911,00 ganger raskere. Med sortering: Lineært søk 132,34 ganger raskere.
1000000      | 129337       | 665715       | List         | 0,390100             | 0,000300 ms          | 267,825900 ms        | 267,825600 ms       Binært søk 1300,33 ganger raskere. Med sortering: Lineært søk 686,56 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,789300             | 0,000300 ms          | 261,106800 ms        | 261,106500 ms       Binært søk 9297,67 ganger raskere. Med sortering: Lineært søk 93,61 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,799000             | 0,000600 ms          | 249,390900 ms        | 249,390300 ms       Binært søk 4665,00 ganger raskere. Med sortering: Lineært søk 89,10 ganger raskere.
