Array length | Linear index | Binary index | Datatype     | Linear Milliseconds  | Binary Milliseconds  | Binary Ms /w sort    | Sort Milliseconds    
10000        | Not found    | ------       | LinkedList   | 0,040800             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040900             | ------               | ------               | ------              
100000       | 89329        | ------       | LinkedList   | 0,360200             | ------               | ------               | ------              
100000       | 25308        | ------       | LinkedList   | 0,126700             | ------               | ------               | ------              
100000       | 58009        | ------       | LinkedList   | 0,330700             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,903900             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,864100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,332100             | ------               | ------               | ------              
1000         | 231          | ------       | LinkedList   | 0,299500             | ------               | ------               | ------              
1000         | 723          | ------       | LinkedList   | 0,003400             | ------               | ------               | ------              
1000         | 403          | ------       | LinkedList   | 0,001900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004800             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004700             | ------               | ------               | ------              
10000        | 3320         | ------       | LinkedList   | 0,017100             | ------               | ------               | ------              
10000        | 1920         | ------       | LinkedList   | 0,008200             | ------               | ------               | ------              
10000        | 205          | ------       | LinkedList   | 0,001700             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,041500             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040900             | ------               | ------               | ------              
100000       | 14468        | ------       | LinkedList   | 0,072900             | ------               | ------               | ------              
100000       | 2027         | ------       | LinkedList   | 0,010900             | ------               | ------               | ------              
100000       | 95893        | ------       | LinkedList   | 0,548500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,332100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,398500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,358200             | ------               | ------               | ------              
1000         | 630          | ------       | LinkedList   | 0,296000             | ------               | ------               | ------              
1000         | 209          | ------       | LinkedList   | 0,001600             | ------               | ------               | ------              
1000         | 520          | ------       | LinkedList   | 0,002900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004500             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
10000        | 7980         | ------       | LinkedList   | 0,032800             | ------               | ------               | ------              
10000        | 6703         | ------       | LinkedList   | 0,029000             | ------               | ------               | ------              
10000        | 5025         | ------       | LinkedList   | 0,021100             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,045000             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,062400             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,071200             | ------               | ------               | ------              
100000       | 21875        | ------       | LinkedList   | 0,088600             | ------               | ------               | ------              
100000       | 86576        | ------       | LinkedList   | 0,437200             | ------               | ------               | ------              
100000       | 82753        | ------       | LinkedList   | 0,418800             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,505900             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,668100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,334700             | ------               | ------               | ------              
1000000      | 13273        | ------       | LinkedList   | 0,036400             | ------               | ------               | ------              
1000000      | 224713       | ------       | LinkedList   | 0,749400             | ------               | ------               | ------              
1000000      | 47943        | ------       | LinkedList   | 0,163500             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,974700             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,951700             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,009600             | ------               | ------               | ------              
10000000     | 5297269      | ------       | LinkedList   | 16,440800            | ------               | ------               | ------              
10000000     | 6905977      | ------       | LinkedList   | 19,149100            | ------               | ------               | ------              
10000000     | 5374462      | ------       | LinkedList   | 14,690300            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 30,472800            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 36,574400            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,479900            | ------               | ------               | ------              
1000         | 651          | ------       | LinkedList   | 0,294300             | ------               | ------               | ------              
1000         | 543          | ------       | LinkedList   | 0,003100             | ------               | ------               | ------              
1000         | 478          | ------       | LinkedList   | 0,002400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004700             | ------               | ------               | ------              
10000        | 6787         | ------       | LinkedList   | 0,041000             | ------               | ------               | ------              
10000        | 4679         | ------       | LinkedList   | 0,019900             | ------               | ------               | ------              
10000        | 7940         | ------       | LinkedList   | 0,032900             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040800             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,061400             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,046500             | ------               | ------               | ------              
100000       | 506          | ------       | LinkedList   | 0,003600             | ------               | ------               | ------              
100000       | 65957        | ------       | LinkedList   | 0,331900             | ------               | ------               | ------              
100000       | 84622        | ------       | LinkedList   | 0,503600             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,369700             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,395500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,331000             | ------               | ------               | ------              
1000000      | 264499       | ------       | LinkedList   | 0,952100             | ------               | ------               | ------              
1000000      | 421600       | ------       | LinkedList   | 1,361600             | ------               | ------               | ------              
1000000      | 701558       | ------       | LinkedList   | 2,170100             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,224600             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,094300             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,850600             | ------               | ------               | ------              
10000000     | 6591006      | ------       | LinkedList   | 18,356500            | ------               | ------               | ------              
10000000     | 7958807      | ------       | LinkedList   | 22,337900            | ------               | ------               | ------              
10000000     | 2883648      | ------       | LinkedList   | 8,197500             | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,998500            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,258300            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,140700            | ------               | ------               | ------              
1000         | 529          | ------       | LinkedList   | 0,309100             | ------               | ------               | ------              
1000         | 796          | ------       | LinkedList   | 0,005100             | ------               | ------               | ------              
1000         | 92           | ------       | LinkedList   | 0,000700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006500             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004500             | ------               | ------               | ------              
10000        | 5068         | ------       | LinkedList   | 0,026200             | ------               | ------               | ------              
10000        | 2059         | ------       | LinkedList   | 0,011100             | ------               | ------               | ------              
10000        | 1837         | ------       | LinkedList   | 0,011200             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,058300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,063300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,066600             | ------               | ------               | ------              
100000       | 99803        | ------       | LinkedList   | 0,502600             | ------               | ------               | ------              
100000       | 69794        | ------       | LinkedList   | 0,349900             | ------               | ------               | ------              
100000       | 62556        | ------       | LinkedList   | 0,211900             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,338100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,342100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,335600             | ------               | ------               | ------              
1000000      | 690625       | ------       | LinkedList   | 2,086300             | ------               | ------               | ------              
1000000      | 483343       | ------       | LinkedList   | 1,503400             | ------               | ------               | ------              
1000000      | 189009       | ------       | LinkedList   | 0,630300             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,722200             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,050000             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,088100             | ------               | ------               | ------              
10000000     | 3909467      | ------       | LinkedList   | 11,423400            | ------               | ------               | ------              
10000000     | 1694176      | ------       | LinkedList   | 4,575500             | ------               | ------               | ------              
10000000     | 1750235      | ------       | LinkedList   | 5,511400             | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,390500            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,422800            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 36,307000            | ------               | ------               | ------              
1000         | 116          | ------       | LinkedList   | 0,290400             | ------               | ------               | ------              
1000         | 90           | ------       | LinkedList   | 0,001100             | ------               | ------               | ------              
1000         | 244          | ------       | LinkedList   | 0,001400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004300             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004500             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007700             | ------               | ------               | ------              
10000        | 4857         | ------       | LinkedList   | 0,020500             | ------               | ------               | ------              
10000        | 412          | ------       | LinkedList   | 0,002200             | ------               | ------               | ------              
10000        | 4503         | ------       | LinkedList   | 0,023300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,061600             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,057900             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,061800             | ------               | ------               | ------              
100000       | 65429        | ------       | LinkedList   | 0,331100             | ------               | ------               | ------              
100000       | 31920        | ------       | LinkedList   | 0,162300             | ------               | ------               | ------              
100000       | 51820        | ------       | LinkedList   | 0,297800             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,505500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,933000             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,298900             | ------               | ------               | ------              
1000000      | 57186        | ------       | LinkedList   | 0,213100             | ------               | ------               | ------              
1000000      | 502181       | ------       | LinkedList   | 1,587400             | ------               | ------               | ------              
1000000      | 612580       | ------       | LinkedList   | 2,075400             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,018600             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,725300             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,063700             | ------               | ------               | ------              
10000000     | 808531       | ------       | LinkedList   | 2,751800             | ------               | ------               | ------              
10000000     | 3349097      | ------       | LinkedList   | 9,775400             | ------               | ------               | ------              
10000000     | 4739154      | ------       | LinkedList   | 13,129700            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 31,179900            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,549900            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,583000            | ------               | ------               | ------              
1000         | 299          | ------       | LinkedList   | 0,344200             | ------               | ------               | ------              
1000         | 899          | ------       | LinkedList   | 0,005000             | ------               | ------               | ------              
1000         | 213          | ------       | LinkedList   | 0,001400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
10000        | 3163         | ------       | LinkedList   | 0,013500             | ------               | ------               | ------              
10000        | 342          | ------       | LinkedList   | 0,002100             | ------               | ------               | ------              
10000        | 356          | ------       | LinkedList   | 0,002600             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040800             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,065300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,060600             | ------               | ------               | ------              
100000       | 6067         | ------       | LinkedList   | 0,024900             | ------               | ------               | ------              
100000       | 6441         | ------       | LinkedList   | 0,033200             | ------               | ------               | ------              
100000       | 19355        | ------       | LinkedList   | 0,091500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,730300             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,724100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,338000             | ------               | ------               | ------              
1000000      | 60799        | ------       | LinkedList   | 0,243400             | ------               | ------               | ------              
1000000      | 629399       | ------       | LinkedList   | 2,399000             | ------               | ------               | ------              
1000000      | 7982         | ------       | LinkedList   | 0,034800             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,175900             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,035900             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,010000             | ------               | ------               | ------              
10000000     | 190601       | ------       | LinkedList   | 0,636300             | ------               | ------               | ------              
10000000     | 9053397      | ------       | LinkedList   | 30,011900            | ------               | ------               | ------              
10000000     | 2064816      | ------       | LinkedList   | 5,665200             | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,620900            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,014600            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 29,821600            | ------               | ------               | ------              
1000         | 441          | ------       | LinkedList   | 0,347900             | ------               | ------               | ------              
1000         | 497          | ------       | LinkedList   | 0,002300             | ------               | ------               | ------              
1000         | 609          | ------       | LinkedList   | 0,002700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004600             | ------               | ------               | ------              
10000        | 1202         | ------       | LinkedList   | 0,005300             | ------               | ------               | ------              
10000        | 9159         | ------       | LinkedList   | 0,046600             | ------               | ------               | ------              
10000        | 967          | ------       | LinkedList   | 0,004700             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040800             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040700             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,051400             | ------               | ------               | ------              
100000       | 15158        | ------       | LinkedList   | 0,078800             | ------               | ------               | ------              
100000       | 31569        | ------       | LinkedList   | 0,159600             | ------               | ------               | ------              
100000       | 33437        | ------       | LinkedList   | 0,168400             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,501700             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,616600             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,274700             | ------               | ------               | ------              
1000000      | 730288       | ------       | LinkedList   | 2,357800             | ------               | ------               | ------              
1000000      | 423485       | ------       | LinkedList   | 1,483300             | ------               | ------               | ------              
1000000      | 242165       | ------       | LinkedList   | 0,714800             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,879200             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,002800             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 2,832800             | ------               | ------               | ------              
10000000     | 642305       | ------       | LinkedList   | 2,137800             | ------               | ------               | ------              
10000000     | 1469983      | ------       | LinkedList   | 4,348600             | ------               | ------               | ------              
10000000     | 6594714      | ------       | LinkedList   | 24,006800            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,364800            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 27,791600            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 28,854000            | ------               | ------               | ------              
1000         | 137          | ------       | LinkedList   | 0,367200             | ------               | ------               | ------              
1000         | 881          | ------       | LinkedList   | 0,005000             | ------               | ------               | ------              
1000         | 363          | ------       | LinkedList   | 0,001900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005200             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,008100             | ------               | ------               | ------              
10000        | 5375         | ------       | LinkedList   | 0,024400             | ------               | ------               | ------              
10000        | 6573         | ------       | LinkedList   | 0,030600             | ------               | ------               | ------              
10000        | 6486         | ------       | LinkedList   | 0,030200             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,073900             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,077600             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,073200             | ------               | ------               | ------              
100000       | 72141        | ------       | LinkedList   | 0,319200             | ------               | ------               | ------              
100000       | 12580        | ------       | LinkedList   | 0,056600             | ------               | ------               | ------              
100000       | 49051        | ------       | LinkedList   | 0,385200             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,314100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,429500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,448500             | ------               | ------               | ------              
1000000      | 608016       | ------       | LinkedList   | 2,238200             | ------               | ------               | ------              
1000000      | 375528       | ------       | LinkedList   | 1,081800             | ------               | ------               | ------              
1000         | 453          | ------       | LinkedList   | 0,297200             | ------               | ------               | ------              
1000         | 131          | ------       | LinkedList   | 0,001100             | ------               | ------               | ------              
1000         | 224          | ------       | LinkedList   | 0,001800             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006500             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005100             | ------               | ------               | ------              
10000        | 1692         | ------       | LinkedList   | 0,007500             | ------               | ------               | ------              
10000        | 7891         | ------       | LinkedList   | 0,041400             | ------               | ------               | ------              
10000        | 5855         | ------       | LinkedList   | 0,025000             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,040700             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,059000             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,063900             | ------               | ------               | ------              
100000       | 12310        | ------       | LinkedList   | 0,074500             | ------               | ------               | ------              
100000       | 27453        | ------       | LinkedList   | 0,137800             | ------               | ------               | ------              
100000       | 45868        | ------       | LinkedList   | 0,260400             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,986900             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,387200             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,413900             | ------               | ------               | ------              
1000000      | 409879       | ------       | LinkedList   | 1,383700             | ------               | ------               | ------              
1000         | 189          | ------       | LinkedList   | 0,445700             | ------               | ------               | ------              
1000         | 345          | ------       | LinkedList   | 0,002100             | ------               | ------               | ------              
1000         | 53           | ------       | LinkedList   | 0,000700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007800             | ------               | ------               | ------              
10000        | 597          | ------       | LinkedList   | 0,004400             | ------               | ------               | ------              
10000        | 3589         | ------       | LinkedList   | 0,016600             | ------               | ------               | ------              
10000        | 7252         | ------       | LinkedList   | 0,032700             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,045500             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,335800             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,045800             | ------               | ------               | ------              
100000       | 16969        | ------       | LinkedList   | 0,075900             | ------               | ------               | ------              
100000       | 708          | ------       | LinkedList   | 0,003900             | ------               | ------               | ------              
100000       | 13954        | ------       | LinkedList   | 0,092400             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,558100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,367500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,295800             | ------               | ------               | ------              
1000000      | 583062       | ------       | LinkedList   | 1,882500             | ------               | ------               | ------              
1000000      | 82843        | ------       | LinkedList   | 0,278500             | ------               | ------               | ------              
1000000      | 756398       | ------       | LinkedList   | 2,123600             | ------               | ------               | ------              
1000         | 307          | ------       | LinkedList   | 0,298800             | ------               | ------               | ------              
1000         | 138          | ------       | LinkedList   | 0,001600             | ------               | ------               | ------              
1000         | 309          | ------       | LinkedList   | 0,002600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007200             | ------               | ------               | ------              
10000        | 288          | ------       | LinkedList   | 0,002200             | ------               | ------               | ------              
10000        | 367          | ------       | LinkedList   | 0,002600             | ------               | ------               | ------              
10000        | 1068         | ------       | LinkedList   | 0,005600             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,064200             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,041400             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,041400             | ------               | ------               | ------              
100000       | 24852        | ------       | LinkedList   | 0,127000             | ------               | ------               | ------              
100000       | 63093        | ------       | LinkedList   | 0,316600             | ------               | ------               | ------              
100000       | 45157        | ------       | LinkedList   | 0,259400             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,398700             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,334900             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,333800             | ------               | ------               | ------              
1000000      | 568538       | ------       | LinkedList   | 1,752600             | ------               | ------               | ------              
1000000      | 69328        | ------       | LinkedList   | 0,279100             | ------               | ------               | ------              
1000000      | 383090       | ------       | LinkedList   | 1,291200             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,153100             | ------               | ------               | ------              
1000         | 753          | ------       | LinkedList   | 0,315900             | ------               | ------               | ------              
1000         | 374          | ------       | LinkedList   | 0,003400             | ------               | ------               | ------              
1000         | 461          | ------       | LinkedList   | 0,002600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,007200             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005200             | ------               | ------               | ------              
10000        | 1269         | ------       | LinkedList   | 0,006400             | ------               | ------               | ------              
10000        | 887          | ------       | LinkedList   | 0,004900             | ------               | ------               | ------              
10000        | 5075         | ------       | LinkedList   | 0,022900             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,070100             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,069300             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,044700             | ------               | ------               | ------              
100000       | 37402        | ------       | LinkedList   | 0,166500             | ------               | ------               | ------              
100000       | 15522        | ------       | LinkedList   | 0,103900             | ------               | ------               | ------              
100000       | 47868        | ------       | LinkedList   | 0,318100             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,486300             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,785500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,669300             | ------               | ------               | ------              
1000000      | 64919        | ------       | LinkedList   | 0,212200             | ------               | ------               | ------              
1000000      | 467878       | ------       | LinkedList   | 1,785900             | ------               | ------               | ------              
1000000      | 404294       | ------       | LinkedList   | 1,543900             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,567600             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,627000             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,434900             | ------               | ------               | ------              
10000000     | 6815865      | ------       | LinkedList   | 21,544300            | ------               | ------               | ------              
10000000     | 485251       | ------       | LinkedList   | 1,739900             | ------               | ------               | ------              
10000000     | 7273431      | ------       | LinkedList   | 22,786700            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 38,194000            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 31,023900            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 31,224700            | ------               | ------               | ------              
1000         | 128          | ------       | LinkedList   | 0,329600             | ------               | ------               | ------              
1000         | 361          | ------       | LinkedList   | 0,002000             | ------               | ------               | ------              
1000         | 911          | ------       | LinkedList   | 0,004300             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,004700             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006600             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,008400             | ------               | ------               | ------              
10000        | 1180         | ------       | LinkedList   | 0,009000             | ------               | ------               | ------              
10000        | 5655         | ------       | LinkedList   | 0,025600             | ------               | ------               | ------              
10000        | 7756         | ------       | LinkedList   | 0,034900             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,045000             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,044400             | ------               | ------               | ------              
10000        | Not found    | ------       | LinkedList   | 0,045000             | ------               | ------               | ------              
100000       | 79623        | ------       | LinkedList   | 0,360700             | ------               | ------               | ------              
100000       | 76526        | ------       | LinkedList   | 0,337700             | ------               | ------               | ------              
100000       | 71825        | ------       | LinkedList   | 0,319600             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,693600             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,350500             | ------               | ------               | ------              
100000       | Not found    | ------       | LinkedList   | 0,365200             | ------               | ------               | ------              
1000000      | 941462       | ------       | LinkedList   | 3,065100             | ------               | ------               | ------              
1000000      | 299731       | ------       | LinkedList   | 1,068000             | ------               | ------               | ------              
1000000      | 253551       | ------       | LinkedList   | 0,921500             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,765500             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,023200             | ------               | ------               | ------              
1000000      | Not found    | ------       | LinkedList   | 3,017100             | ------               | ------               | ------              
10000000     | 2265293      | ------       | LinkedList   | 7,097500             | ------               | ------               | ------              
10000000     | 2567380      | ------       | LinkedList   | 7,618300             | ------               | ------               | ------              
10000000     | 229278       | ------       | LinkedList   | 0,663000             | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 29,405600            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 29,937500            | ------               | ------               | ------              
10000000     | Not found    | ------       | LinkedList   | 29,663900            | ------               | ------               | ------              
1000         | 828          | ------       | LinkedList   | 0,318100             | ------               | ------               | ------              
1000         | 725          | ------       | LinkedList   | 0,003800             | ------               | ------               | ------              
1000         | 806          | ------       | LinkedList   | 0,006400             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,006900             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,008500             | ------               | ------               | ------              
1000         | Not found    | ------       | LinkedList   | 0,005100             | ------               | ------               | ------              
10000        | 1847         | ------       | LinkedList   | 0,008900             | ------               | ------               | ------              
